City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,constitucion,-35.3333,-72.4167,14.64,50,19,6.2,CL,1695916087
277,al bawiti,28.3492,28.8659,34.63,12,0,3.64,EG,1695915522
278,punta del este,-34.9667,-54.95,20.06,79,75,4.63,UY,1695916098
279,falkenberg,56.9055,12.4912,19.08,90,11,5.07,SE,1695916046
280,claudio,-20.4433,-44.7658,36.78,24,59,0.13,BR,1695916098
281,thung song,8.1645,99.6804,24.77,88,95,1.14,TH,1695916098
282,saladas,-28.2538,-58.6259,21.85,38,0,3.08,AR,1695916098
283,lensk,60.7253,114.9278,4.09,83,59,1.22,RU,1695916098
284,susuman,62.7833,148.1667,-1.08,96,14,2.48,RU,1695915520
285,senanga,-16.1167,23.2667,33.24,11,22,3.65,ZM,1695916099
286,at taj,24.2049,23.2857,36.11,10,1,3.71,LY,1695915817
287,kingaroy,-26.5333,151.8333,12.61,97,32,1.94,AU,1695916099
288,chibougamau,49.9168,-74.3659,14.79,55,0,1.54,CA,1695916039
289,kennett,36.2362,-90.0556,27.97,68,0,7.2,US,1695916099
290,marathon,44.9,-89.7668,16.27,90,100,2.57,US,1695915804
291,chita,52.0333,113.55,-0.06,93,46,1.0,RU,1695916099
292,surab,28.4914,66.2585,19.13,22,0,4.05,PK,1695916100
293,prince george,53.9166,-122.753,7.69,94,100,3.09,CA,1695915515
294,arroyo,41.6096,-4.7969,28.97,35,0,3.6,ES,1695916100
295,aykhal,66.0,111.5,-4.04,53,8,1.92,RU,1695915554
296,"laikit, laikit ii (dimembe)",1.4792,124.9735,23.47,83,20,2.57,ID,1695916100
297,happy valley-goose bay,53.3168,-60.3315,14.17,35,20,4.12,CA,1695915804
298,gadzhiyevo,69.2551,33.3362,8.71,89,100,5.06,RU,1695915540
299,marco island,25.9363,-81.7157,30.57,73,75,1.54,US,1695916100
300,yujing,23.1249,120.4614,30.37,82,4,1.17,TW,1695916100
301,boguchany,58.3814,97.4531,8.73,76,100,0.95,RU,1695916100
302,leona vicario,20.9667,-87.1917,29.93,86,35,0.04,MX,1695916101
303,vila velha,-20.3297,-40.2925,24.97,79,100,9.83,BR,1695915531
304,noumea,-22.2763,166.4572,16.99,63,91,4.51,NC,1695915557
305,farafangana,-22.8167,47.8333,23.17,79,36,5.57,MG,1695916101
306,san patricio,28.017,-97.5169,30.97,54,7,3.58,US,1695915510
307,taro,-8.3862,115.28,22.0,93,69,0.17,ID,1695915517
308,afaahiti,-17.75,-149.2833,22.93,85,27,8.31,PF,1695915537
309,mount isa,-20.7333,139.5,25.87,25,75,4.12,AU,1695915529
310,khandyga,62.6667,135.6,4.1,82,90,0.96,RU,1695915805
311,kulhudhuffushi,6.6221,73.07,28.62,77,66,7.23,MV,1695916101
312,luderitz,-26.6481,15.1594,18.01,60,0,5.83,NA,1695915526
313,brandon,27.9378,-82.2859,29.5,83,100,3.13,US,1695916101
314,la'ie,21.6477,-157.9253,26.98,77,6,0.89,US,1695915547
315,uusikaupunki,60.8004,21.4084,14.12,86,100,4.55,FI,1695916102
316,karachi,24.9056,67.0822,28.9,70,0,4.63,PK,1695916102
317,taroudant,30.4703,-8.877,36.13,23,0,5.62,MA,1695916102
318,port-vila,-17.7338,168.3219,21.71,66,97,7.12,VU,1695916102
319,sarandi del yi,-33.35,-55.6333,16.18,71,88,5.08,UY,1695916102
320,olinda,-8.0089,-34.8553,29.85,58,20,5.14,BR,1695915914
321,wanning,18.8003,110.3967,26.7,87,94,1.05,CN,1695915538
322,corner brook,48.9667,-57.9484,17.09,48,95,4.54,CA,1695916103
323,mahina,-17.5065,-149.489,23.87,83,75,1.03,PF,1695916103
324,porto novo,6.4965,2.6036,29.9,70,100,4.66,BJ,1695916103
325,ifanadiana,-21.3,47.6333,17.25,87,11,0.62,MG,1695916103
326,uliastay,47.7417,96.8444,-3.75,85,10,2.6,MN,1695915811
327,argo,37.6333,22.7333,21.85,71,21,2.74,GR,1695915537
328,long beach,33.767,-118.1892,20.31,87,100,2.06,US,1695916077
329,onguday,50.75,86.15,3.87,73,95,1.68,RU,1695916103
330,newman,37.3138,-121.0208,17.91,66,33,1.34,US,1695916103
331,namibe,-15.1961,12.1522,21.41,81,70,4.72,AO,1695915526
332,tralee,52.2704,-9.7026,12.14,94,75,3.6,IE,1695916104
333,kertih,4.5141,103.4483,29.01,84,78,1.54,MY,1695916104
334,san antonio de pale,-1.4014,5.6325,24.88,82,72,5.88,GQ,1695916104
335,jonuta,18.0833,-92.1333,30.66,62,62,1.79,MX,1695916104
336,yuzhno-kurilsk,44.0306,145.8556,14.1,94,100,3.8,RU,1695915559
337,quesnel,52.9999,-122.5029,8.28,100,100,1.03,CA,1695915959
338,taltal,-25.4,-70.4833,17.64,62,4,3.26,CL,1695916104
339,vilyuchinsk,52.9306,158.4028,2.15,75,8,3.38,RU,1695916104
340,nanzhang chengguanzhen,31.7839,111.8275,19.87,84,100,2.14,CN,1695916104
341,nagqu,31.5,92.0,2.29,83,68,2.59,CN,1695916105
342,mugia,43.1041,-9.2179,23.28,91,9,8.55,ES,1695915549
343,kani keli,-12.9536,45.1033,26.59,72,24,1.43,YT,1695916105
344,sandnessjoen,66.0217,12.6316,16.06,55,75,3.09,NO,1695915559
345,kyren,51.6828,102.1408,4.49,84,23,1.11,RU,1695916105
346,guaruja,-23.9931,-46.2564,21.92,83,100,0.51,BR,1695915816
347,kemijarvi,66.7131,27.4306,11.06,89,100,2.24,FI,1695916105
348,greci,45.1833,28.2333,24.16,31,81,2.95,RO,1695916105
349,colby,39.3958,-101.0524,24.49,52,0,6.17,US,1695916105
350,holualoa,19.6228,-155.9522,21.91,77,0,3.13,US,1695916045
351,acapulco de juarez,16.8634,-99.8901,29.9,79,20,1.03,MX,1695915998
352,egilsstadir,65.2653,-14.3948,4.95,87,75,8.75,IS,1695916106
353,saudarkrokur,65.7461,-19.6394,7.25,76,95,2.35,IS,1695916106
354,changji,44.0167,87.3167,15.44,38,0,1.0,CN,1695916106
355,mil'kovo,55.6078,37.7956,20.06,56,38,3.65,RU,1695916106
356,kavieng,-2.5744,150.7967,26.61,79,100,0.73,PG,1695916106
357,evans,33.5337,-82.1307,19.11,68,100,4.63,US,1695916106
358,lillehammer,61.1146,10.4674,13.04,99,100,3.03,NO,1695916106
359,najran,17.4924,44.1277,31.36,17,8,3.45,SA,1695916107
360,bellview,30.4616,-87.315,23.89,81,100,4.63,US,1695916107
361,bikenibeu village,1.3673,173.1241,27.98,83,75,2.06,KI,1695916107
362,alesund,62.4723,6.1549,16.08,77,75,8.75,NO,1695916049
363,ancud,-41.8697,-73.8203,9.95,60,71,3.08,CL,1695915531
364,siuntio,60.1386,24.2272,17.7,87,95,1.94,FI,1695916107
365,el porvenir,13.7617,-87.3458,27.63,53,59,1.03,HN,1695916107
366,okhotsk,59.3833,143.3,5.14,85,5,1.46,RU,1695916107
367,hirara,24.8,125.2833,28.15,94,75,5.14,JP,1695915823
368,arteche,12.2645,125.4048,25.36,92,47,1.69,PH,1695916108
369,axim,4.8699,-2.2405,27.25,78,61,4.9,GH,1695916108
370,nikolayevsk-on-amure,53.1406,140.73,12.18,98,100,1.29,RU,1695915566
371,kerikeri,-35.2268,173.9474,11.06,90,31,2.68,NZ,1695915518
372,saint-pourcain-sur-sioule,46.3093,3.2879,26.36,40,30,2.08,FR,1695916108
373,stephenville,32.2207,-98.2023,30.0,58,0,1.79,US,1695916108
374,new norfolk,-42.7826,147.0587,15.51,67,22,5.31,AU,1695915518
375,machali,-34.1833,-70.6667,14.85,76,75,4.12,CL,1695916108
376,boende,-0.2167,20.8667,27.34,69,67,1.93,CD,1695916108
377,casablanca,33.5928,-7.6192,31.12,69,40,4.12,MA,1695915947
378,sitka,57.0531,-135.33,8.94,87,75,2.57,US,1695915510
379,jamaame,0.0697,42.745,25.99,81,11,5.17,SO,1695916109
380,santa ana,33.7456,-117.8678,19.73,86,100,1.54,US,1695915527
381,salur,18.5333,83.2167,26.32,89,100,0.19,IN,1695916109
382,morehead city,34.7229,-76.726,21.7,89,100,5.14,US,1695916109
383,necochea,-38.5473,-58.7368,18.51,54,93,8.27,AR,1695916109
384,sisimiut,66.9395,-53.6735,1.82,100,100,3.26,GL,1695915511
385,sarupathar,26.1984,93.8094,26.18,89,38,0.41,IN,1695916109
386,trondheim,63.4305,10.3951,18.03,73,88,1.34,NO,1695916065
387,pizarro,4.9533,-77.366,27.28,83,100,2.36,CO,1695916110
388,kiunga,-6.1219,141.2906,22.85,99,100,1.56,PG,1695916110
389,charleston,32.7766,-79.9309,20.01,84,100,5.14,US,1695916096
390,kavaratti,10.5669,72.642,27.95,80,100,7.35,IN,1695916110
391,westport,41.1415,-73.3579,17.7,78,100,5.66,US,1695915544
392,callao,-12.0667,-77.15,21.51,77,100,4.12,PE,1695916110
393,alofi,-19.0595,-169.9187,22.94,94,26,2.06,NU,1695915518
394,san miguel,13.4833,-88.1833,31.71,81,0,1.03,SV,1695915537
395,weno,7.4515,151.8468,26.97,89,100,4.12,FM,1695915822
396,kijang,35.2442,129.2139,19.85,80,3,1.69,KR,1695916110
397,guymon,36.6828,-101.4816,25.0,50,0,6.17,US,1695916111
398,pionerskiy,54.9508,20.2275,24.86,49,1,3.9,RU,1695916111
399,juneau,58.3019,-134.4197,8.0,97,100,2.57,US,1695915945
400,cannonvale,-20.2833,148.7,21.66,74,5,6.79,AU,1695916111
401,gokwe,-18.2048,28.9349,25.67,33,61,2.41,ZW,1695916111
402,komsomolets,53.7453,62.0708,12.96,64,83,4.0,KZ,1695916111
403,shimoda,34.6667,138.95,25.46,78,1,4.18,JP,1695916111
404,belyy yar,53.6039,91.3903,5.94,81,99,2.0,RU,1695915530
405,namtsy,62.7161,129.6658,6.35,77,100,4.11,RU,1695916111
406,przasnysz,53.0191,20.8803,21.51,39,8,3.11,PL,1695916113
407,povorino,51.1945,42.2457,15.12,45,2,2.77,RU,1695916113
408,carupano,10.6678,-63.2585,31.42,62,10,4.05,VE,1695916113
409,forfar,56.6431,-2.8903,15.6,77,100,5.92,GB,1695916113
410,bogo,11.0517,124.0055,25.88,87,99,3.04,PH,1695916113
411,nogliki,51.8333,143.1667,10.81,98,100,5.2,RU,1695916113
412,suoyarvi,62.0833,32.35,10.9,95,97,2.16,RU,1695916113
413,nikol'sk,53.7189,46.0712,11.97,57,54,2.09,RU,1695916114
414,montrose,38.4166,-108.2673,16.52,15,59,2.63,US,1695916114
415,douentza,14.9951,-2.9517,41.41,9,4,2.13,ML,1695916114
416,touba,8.2833,-7.6833,28.51,76,80,0.72,CI,1695916114
417,igarka,67.4667,86.5833,0.3,94,100,5.45,RU,1695916114
418,caleta de carquin,-11.0925,-77.6267,20.17,82,75,4.12,PE,1695915527
419,bechar,31.6167,-2.2167,31.18,15,0,1.54,DZ,1695916115
420,tocache,-8.1842,-76.5125,35.04,40,12,1.1,PE,1695916115
421,tocopilla,-22.092,-70.1979,20.0,65,4,5.24,CL,1695916115
422,congonhas,-20.4997,-43.8578,33.73,29,45,3.47,BR,1695916115
423,ugoofaaru,5.6667,73.0,28.41,77,28,6.81,MV,1695916115
424,kedougou,12.5579,-12.1743,36.32,67,75,1.03,SN,1695916115
425,hammerfest,70.6634,23.6821,9.25,87,75,1.54,NO,1695915521
426,ola,59.5833,151.2833,5.62,93,49,2.13,RU,1695916115
427,severnoye,56.3491,78.3619,6.37,80,100,1.96,RU,1695916116
428,okha,53.5739,142.9478,9.99,97,100,4.54,RU,1695916116
429,as suki,13.3167,33.8833,32.54,45,38,0.89,SD,1695916116
430,pacific grove,36.6177,-121.9166,16.61,84,0,3.13,US,1695916105
431,wailea,19.8858,-155.123,22.29,85,40,1.54,US,1695916116
432,abepura,-2.6333,140.5833,24.45,88,20,0.0,ID,1695916116
433,mana,5.6592,-53.7767,32.39,60,14,5.78,GF,1695916116
434,ghat,24.9647,10.1728,35.27,12,20,4.18,LY,1695916116
435,beloyarskiy,63.7119,66.6722,8.7,89,100,1.7,RU,1695916117
436,celestun,20.8667,-90.4,30.31,61,35,1.84,MX,1695916117
437,la passe,45.5549,-0.8967,29.13,61,8,3.87,FR,1695916117
438,barcarena,-1.5058,-48.6258,33.03,57,21,5.24,BR,1695916117
439,cuamba,-14.8031,36.5372,29.29,31,96,2.32,MZ,1695916117
440,nasiriyah,31.0521,46.261,37.09,10,0,3.13,IQ,1695915559
441,hovsan,40.3744,50.0853,22.07,68,0,2.06,AZ,1695916117
442,ishim,56.1128,69.4902,10.36,87,89,3.02,RU,1695916118
443,mildura,-34.2,142.15,13.21,32,0,2.76,AU,1695916118
444,arfoud,31.4348,-4.2375,30.94,17,2,1.46,MA,1695916118
445,homer,59.6425,-151.5483,2.09,85,0,0.0,US,1695916118
446,ta`u,-14.2336,-169.5144,26.55,81,46,6.06,AS,1695916118
447,juva,56.4368,57.9478,10.3,71,66,2.84,RU,1695916118
448,kisangani,0.5167,25.2,26.92,79,87,0.32,CD,1695915548
449,fada,9.5667,8.3,24.87,86,100,2.02,NG,1695916118
450,cafayate,-26.073,-65.9761,22.69,24,0,3.06,AR,1695916118
451,fortuna,40.5982,-124.1573,11.63,97,75,0.0,US,1695915825
452,pecos,31.4229,-103.4932,27.95,50,0,2.06,US,1695916119
453,saint-hippolyte,42.7833,2.9667,29.11,67,0,4.12,FR,1695916119
454,puerto ayacucho,5.6639,-67.6236,33.63,54,27,1.11,VE,1695916119
455,vilyuysk,63.7553,121.6247,0.78,75,99,2.2,RU,1695915563
456,inirida,3.8653,-67.9239,36.38,42,14,0.97,CO,1695916119
457,orapa,-21.2833,25.3667,27.8,14,0,3.72,BW,1695916119
458,geraldton,-28.7667,114.6,15.23,94,100,2.57,AU,1695915376
459,guerrero,17.6667,-100.0,25.62,62,9,1.12,MX,1695916119
460,harper,4.375,-7.7169,26.48,81,70,4.61,LR,1695916119
461,turpan,42.9333,89.1667,21.97,25,8,0.66,CN,1695916120
462,chimbote,-9.0853,-78.5783,20.21,83,99,3.7,PE,1695916120
463,ribe,55.3305,8.7697,18.22,78,100,5.04,DK,1695916120
464,enewetak,11.3474,162.3373,28.88,76,99,5.86,MH,1695915552
465,kalevala,65.2,31.1667,11.34,87,100,3.06,RU,1695916120
466,saint-pierre,-21.3393,55.4781,22.82,64,75,8.75,RE,1695916120
467,codajas,-3.8367,-62.0569,41.98,21,11,1.28,BR,1695916120
468,champerico,14.3,-91.9167,31.3,72,82,1.94,GT,1695915552
469,pullman,46.7313,-117.1796,10.47,80,100,3.09,US,1695915922
470,belmonte,-15.8631,-38.8828,28.3,66,32,6.61,BR,1695916121
471,pointe-noire,-4.7761,11.8635,27.04,78,75,5.14,CG,1695916121
472,malango,-2.9627,119.9001,17.58,96,63,0.83,ID,1695916121
473,hobyo,5.3505,48.5268,26.3,86,2,10.57,SO,1695915974
474,svetlyy yar,48.4748,44.781,19.78,39,2,3.48,RU,1695916121
475,meulaboh,4.1363,96.1285,25.82,86,98,0.72,ID,1695916121
476,sinop,41.7711,34.8709,17.29,96,92,1.72,TR,1695916121
477,vikhorevka,56.1201,101.1636,6.77,79,99,0.73,RU,1695916122
478,masterton,-40.9597,175.6575,6.05,98,99,2.13,NZ,1695916122
479,sidi khaled,34.387,4.9879,31.07,19,7,2.1,DZ,1695916122
480,nuku'alofa,-21.1333,-175.2,22.19,100,100,1.03,TO,1695916122
481,ankazobe,-18.3167,47.1167,17.86,55,8,5.28,MG,1695916122
482,mombetsu,44.3525,143.3525,14.71,94,98,3.09,JP,1695916122
483,roma,43.2128,-75.4557,19.27,62,57,2.68,US,1695916122
484,jabor,5.921,169.6434,27.99,77,100,3.75,MH,1695916122
485,nkove,-7.95,30.85,26.41,62,100,4.7,TZ,1695916123
486,lata,40.1629,-8.3327,28.6,49,8,4.18,PT,1695915531
487,puerto san jose,13.9256,-90.8244,29.37,69,96,0.47,GT,1695916123
488,kuanda,56.3161,116.0806,7.61,70,100,1.45,RU,1695916123
489,tual,-5.6667,132.75,26.17,85,98,9.78,ID,1695916123
490,jayapura,-2.5333,140.7,24.66,91,82,3.08,ID,1695915553
491,ingeniero jacobacci,-41.3427,-69.5448,8.23,47,34,8.43,AR,1695916123
492,tahoua,14.8888,5.2692,36.99,36,20,6.17,NE,1695916123
493,jayrud,33.8074,36.7404,31.7,27,0,4.7,SY,1695916123
494,noyabrsk,63.1994,75.4507,7.03,93,98,4.31,RU,1695916124
495,kongwa,-6.2,36.4167,26.25,39,73,3.72,TZ,1695916124
496,usol'ye,59.4268,56.6808,11.37,80,100,2.33,RU,1695916124
497,coquimbo,-29.9533,-71.3436,13.85,76,100,2.06,CL,1695915541
498,hoi an,15.8794,108.335,25.98,89,100,2.29,VN,1695915909
499,saint-joseph,-21.3667,55.6167,22.21,76,51,5.24,RE,1695915545
500,galesburg,40.9478,-90.3712,18.98,93,100,3.09,US,1695916124
501,villa ojo de agua,-29.5,-63.6938,21.72,31,0,5.39,AR,1695916124
502,les cayes,18.2,-73.75,31.42,62,6,3.69,HT,1695916124
503,moree,-29.4667,149.85,14.49,89,0,3.86,AU,1695916124
504,letlhakane,-21.4167,25.5833,27.74,14,0,3.87,BW,1695916125
505,upington,-28.4478,21.2561,30.21,10,0,3.09,ZA,1695916125
506,fuglafjordur,62.244,-6.814,10.26,88,100,8.0,FO,1695916125
507,saraktash,51.7866,51.7866,13.42,49,8,2.3,RU,1695916125
508,fushun,41.8558,123.9233,9.84,57,0,2.15,CN,1695916125
509,laguna,38.421,-121.4238,20.19,85,0,0.0,US,1695916125
510,al kharj,24.155,47.3346,38.32,9,0,4.68,SA,1695916125
511,krasnozerskoye,53.9828,79.2374,10.11,73,100,2.55,RU,1695916125
512,mata-utu,-13.2816,-176.1745,27.11,82,41,7.05,WF,1695916125
513,glace bay,46.1969,-59.957,21.29,64,40,3.6,CA,1695915826
514,achacachi,-16.05,-68.6833,13.96,52,18,4.74,BO,1695916126
515,lincoln,40.8,-96.667,24.52,61,0,5.66,US,1695915988
516,ujae,8.9322,165.7642,28.64,75,87,4.49,MH,1695916126
517,dul'durga,50.6761,113.5931,6.94,76,92,1.96,RU,1695916126
518,jingdezhen,29.2947,117.2079,23.64,96,39,1.7,CN,1695916126
519,sur,22.5667,59.5289,29.21,42,0,1.68,OM,1695916126
520,pratt,37.6439,-98.7376,28.2,44,0,4.12,US,1695916126
521,yemetsk,63.4721,41.7941,9.58,98,78,1.6,RU,1695916126
522,markovo,57.3206,107.0881,6.69,79,100,0.58,RU,1695916126
523,nandigama,16.7833,80.3,27.08,84,96,1.22,IN,1695916127
524,leh,34.1667,77.5833,11.29,18,0,2.11,IN,1695916127
525,codrington,-38.2667,141.9667,6.53,64,58,4.12,AU,1695915565
526,grajau,-5.8194,-46.1386,39.08,24,47,2.84,BR,1695916127
527,borsad,22.4167,72.9,30.02,68,67,1.11,IN,1695916127
528,nuuk,64.1835,-51.7216,4.34,81,100,11.32,GL,1695916127
529,yesilhisar,38.3497,35.0867,22.01,29,30,1.35,TR,1695916127
530,kununurra,-15.7667,128.7333,23.99,73,40,0.51,AU,1695916127
531,blenheim,-41.516,173.9528,4.73,94,62,2.68,NZ,1695916128
532,baruun-urt,46.6806,113.2792,8.1,83,100,4.42,MN,1695916128
533,vazante,-17.9869,-46.9078,38.42,23,16,2.26,BR,1695916128
534,tongouson,5.0214,120.1328,28.33,76,59,2.66,PH,1695916128
535,san jose del cabo,23.0589,-109.6977,32.5,77,0,0.89,MX,1695916128
536,san borja,-14.8167,-66.85,32.61,32,70,1.34,BO,1695916128
537,cibitoke,-2.8833,29.25,17.79,92,91,2.0,BI,1695916128
538,bahia blanca,-38.7196,-62.2724,18.79,22,100,3.58,AR,1695916128
539,gobabis,-22.45,18.9667,27.87,7,0,2.27,NA,1695915556
540,zahedan,29.4963,60.8629,21.95,20,0,4.12,IR,1695916129
541,kostomuksha,64.571,30.5767,9.81,95,100,2.69,RU,1695916129
542,pocone,-16.2567,-56.6228,38.64,25,0,1.0,BR,1695916129
543,papao,-17.75,-149.55,23.82,84,8,10.34,PF,1695916129
544,tamiahua,21.2667,-97.45,30.84,61,2,1.3,MX,1695916129
545,aver-o-mar,41.4078,-8.7812,26.84,69,20,2.57,PT,1695916129
546,saint-leu,-21.15,55.2833,22.48,95,40,3.56,RE,1695916129
547,el jadid,33.2549,-8.506,24.37,78,10,5.6,MA,1695915546
548,bardsir,29.9227,56.5743,19.47,22,1,3.27,IR,1695916130
549,kapit,2.0167,112.9333,24.0,98,100,0.39,MY,1695916130
550,hastings,50.8552,0.5729,18.32,27,99,6.16,GB,1695916130
551,lazaro cardenas,17.9583,-102.2,30.46,69,11,1.25,MX,1695915841
552,zhanibek,49.4167,46.85,19.77,40,0,3.55,KZ,1695916130
553,zhanaozen,43.3,52.8,21.34,35,3,6.67,KZ,1695916130
554,rio grande,-32.035,-52.0986,22.06,63,8,7.57,BR,1695915549
555,presidente epitacio,-21.7633,-52.1156,33.18,32,3,2.42,BR,1695916130
556,el bayadh,33.6832,1.0193,24.34,19,7,2.36,DZ,1695916130
